contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,timeToExpiry,mid,moneyness,impliedVol,delta,gamma,vega,theta,rho,speed
SPY260313P00685000,2026-03-12 20:13:32+00:00,685.0,18.81,18.42,19.17,9.259999,96.96334,1287.0,8609,0.3227606787109374,True,REGULAR,USD,0.0027397260273972603,18.795,1.0284358804174245,0.0016102294921874999,-1.0,0.0,0.0,24.691811271034886,-1.876526980441503,0.0
SPY260313P00686000,2026-03-12 20:06:26+00:00,686.0,19.2,19.41,20.17,8.920001,86.77044,11137.0,1596,0.335944140625,True,REGULAR,USD,0.0027397260273972603,19.79,1.0299372466662091,0.0016102294921874999,-1.0,0.0,0.0,24.727857710846614,-1.879266435887403,0.0
SPY260313P00687000,2026-03-12 20:11:18+00:00,687.0,21.08,20.41,21.17,9.89,88.38249,10126.0,1387,0.34961587890624996,True,REGULAR,USD,0.0027397260273972603,20.79,1.0314386129149937,0.0016102294921874999,-1.0,0.0,0.0,24.763904150658345,-1.8820058913333029,0.0
SPY260313P00688000,2026-03-12 20:11:55+00:00,688.0,22.32,21.44,22.16,10.36,86.62207,13539.0,1596,0.35938140625,True,REGULAR,USD,0.0027397260273972603,21.8,1.032939979163778,0.0016102294921874999,-1.0,0.0,0.0,24.799950590470072,-1.884745346779203,0.0
SPY260313P00689000,2026-03-12 20:03:29+00:00,689.0,22.26,22.42,23.16,8.3,59.455585,10628.0,1311,0.372076591796875,True,REGULAR,USD,0.0027397260273972603,22.79,1.0344413454125627,0.0016102294921874999,-1.0,0.0,0.0,24.835997030281806,-1.887484802225103,0.0
SPY260313P00690000,2026-03-12 20:11:54+00:00,690.0,24.05,23.44,24.16,10.059999,71.9085,84232.0,6638,0.3852600537109374,True,REGULAR,USD,0.0027397260273972603,23.8,1.0359427116613473,0.0016102294921874999,-1.0,0.0,0.0,24.872043470093534,-1.890224257671003,0.0
SPY260313P00691000,2026-03-12 20:03:29+00:00,691.0,24.48,24.83,25.16,9.0,58.139538,20877.0,542,0.3979552392578125,True,REGULAR,USD,0.0027397260273972603,24.994999999999997,1.037444077910132,0.3589772677425331,-0.9739157354409913,0.004838979707651532,2.111322554060811,-114.03360487851202,-1.8457022261951166,0.0007435121826204392
SPY260313P00692000,2026-03-12 20:09:31+00:00,692.0,25.65,25.81,26.15,9.199999,55.92704,10000.0,227,0.407232490234375,True,REGULAR,USD,0.0027397260273972603,25.979999999999997,1.0389454441589165,0.36324522373515944,-0.9769656611258674,0.004308208011687705,1.9020871647925037,-101.69869027652688,-1.8539664303185763,0.0006721433560403969
SPY260313P00693000,2026-03-12 20:03:29+00:00,693.0,26.49,26.82,27.15,9.66,57.397503,4085.0,84,0.41992767578125,True,REGULAR,USD,0.0027397260273972603,26.985,1.040446810407701,0.3774874990985256,-0.9768065550115018,0.00416976166771228,1.913143934046028,-107.37193148468175,-1.8564295113645235,0.0006248417493535587
SPY260313P00694000,2026-03-12 19:45:19+00:00,694.0,27.07,27.81,28.15,8.34,44.527496,552.0,15,0.4321345849609375,True,REGULAR,USD,0.0027397260273972603,27.979999999999997,1.0419481766564855,0.38636382086341475,-0.9781490014228748,0.0038742120140543602,1.8193391883453331,-103.78868074427113,-1.8616052645893433,0.0005742963021762739
SPY260313P00695000,2026-03-12 20:03:29+00:00,695.0,28.49,28.81,29.15,9.6,50.820545,1579.0,53,0.44434149414062496,True,REGULAR,USD,0.0027397260273972603,28.979999999999997,1.0434495429052701,0.3978292040131792,-0.9786875119813847,0.003684044946300051,1.7813752716886555,-104.79021880915737,-1.8653276823424145,0.0005329786129000786
SPY260313P00696000,2026-03-12 20:00:06+00:00,696.0,29.72,29.83,30.15,9.5,46.983185,15.0,2,0.45703667968750006,True,REGULAR,USD,0.0027397260273972603,29.99,1.0449509091540548,0.41480121172797874,-0.9777720922295186,0.0036610833653875625,1.8457950331233517,-115.17006002315675,-1.8664243215585563,0.0005033049796253039
SPY260313P00697000,2026-03-12 17:26:09+00:00,697.0,28.42,29.59,32.36,7.370001,35.01188,8.0,1,0.7192410888671875,True,REGULAR,USD,0.0027397260273972603,30.975,1.0464522754028394,0.4176107118305933,-0.980385804763029,0.0032710678123073385,1.6603322968364713,-101.88334453081075,-1.8738925118402292,0.00045831604592856803
SPY260313P00698000,2026-03-12 15:50:00+00:00,698.0,29.45,30.59,33.35,6.66,29.223343,8.0,3,0.7336452416992187,True,REGULAR,USD,0.0027397260273972603,31.97,1.0479536416516237,0.42572392974014883,-0.9815292101497151,0.0030489533247443344,1.5776573197425967,-97.85501058111235,-1.8787050544638555,0.0004240254635861293
SPY260313P00699000,2026-03-11 16:26:09+00:00,699.0,30.2,31.59,34.33,5.540001,22.465536,1.0,1,0.7465845654296875,True,REGULAR,USD,0.0027397260273972603,32.96,1.0494550079004084,0.43015792988270396,-0.9833420880396708,0.0027628166840301268,1.4444876790803431,-88.59811372581504,-1.8847255582450848,0.00038793786222859515
SPY260313P00700000,2026-03-12 20:12:14+00:00,700.0,33.91,33.81,34.15,10.16,42.778946,3125.0,115,0.5048877636718749,True,REGULAR,USD,0.0027397260273972603,33.980000000000004,1.050956374149193,0.45427976728509584,-0.9809669015241999,0.002931155763521402,1.6184382382880427,-109.3989041857622,-1.8831857864559025,0.0003794716787029926
SPY260313P00701000,2026-03-12 17:08:57+00:00,701.0,32.58,33.59,36.34,7.6100025,30.476582,8.0,0,0.77929908203125,True,REGULAR,USD,0.0027397260273972603,34.965,1.0524577403979776,0.4555208554244566,-0.9833438134137638,0.0026087547103929637,1.444359658908432,-95.20129849899484,-1.8902218580590724,0.00034569867994946725
SPY260313P00702000,2026-03-11 15:22:37+00:00,702.0,26.99,34.59,36.16,0.0,0.0,8.0,0,0.53320779296875,True,REGULAR,USD,0.0027397260273972603,35.375,1.0539591066467622,0.0016102294921874999,-1.0,0.0,0.0,25.304600747834293,-1.9230977230218032,0.0
SPY260313P00703000,2026-03-12 15:43:05+00:00,703.0,32.99,35.59,38.38,4.960001,17.69533,108.0,0,0.8166522241210936,True,REGULAR,USD,0.0027397260273972603,36.985,1.0554604728955466,0.4907243770873128,-0.9814544542301944,0.002654207736478159,1.5830928286423296,-116.87789249160524,-1.8923083677095924,0.0003194496223935228
SPY260313P00704000,2026-03-12 15:57:34+00:00,704.0,35.34,36.59,39.33,8.74,32.857143,108.0,0,0.8242205078124999,True,REGULAR,USD,0.0027397260273972603,37.96,1.0569618391443312,0.48440159055869497,-0.9849346539315492,0.0022508694931707095,1.3252252864333285,-92.13609563293377,-1.901330337517103,0.0002856292705144637
SPY260313P00705000,2026-03-12 20:12:14+00:00,705.0,38.9,37.59,40.33,9.780001,33.585167,410.0,14,0.8393570751953124,True,REGULAR,USD,0.0027397260273972603,38.96,1.0584632053931158,0.4951138904032782,-0.9852100569484421,0.0021675152048834406,1.3043709013124531,-92.79987476904694,-1.9045726250093473,0.0002699474066016216
SPY260313P00706000,2026-03-09 13:52:24+00:00,706.0,42.44,38.59,41.33,0.0,0.0,2.0,0,0.8544936425781251,True,REGULAR,USD,0.0027397260273972603,39.96,1.0599645716419004,0.5057833920549221,-0.9854733749153264,0.0020892492104513825,1.2843655550582764,-93.45074946580662,-1.907792859439813,0.00025548522875671215
SPY260313P00707000,2026-03-06 15:41:02+00:00,707.0,32.06,39.59,42.33,0.0,0.0,1.0,0,0.8696302099609375,True,REGULAR,USD,0.0027397260273972603,40.96,1.061465937890685,0.5164111128874488,-0.9857254106360241,0.00201564773113847,1.2651559197867754,-94.08933794158503,-1.9109925057693857,0.00024212161375648211
SPY260313P00708000,2026-03-10 17:56:54+00:00,708.0,24.69,40.59,43.33,0.0,0.0,8.0,0,0.8845226391601562,True,REGULAR,USD,0.0027397260273972603,41.96,1.0629673041394694,0.5270015591719371,-0.9859663614034705,0.001946382102431136,1.2467341079905545,-94.72097141643755,-1.9141719361127054,0.00022975280527999872
SPY260313P00709000,2026-03-12 17:01:32+00:00,709.0,40.08,41.59,44.33,15.500002,63.059406,8.0,0,0.8994150683593749,True,REGULAR,USD,0.0027397260273972603,42.96,1.064468670388254,0.5375476078234616,-0.9861981207683915,0.0018809946090620209,1.2289616272580202,-95.3353645200965,-1.9173345782766276,0.00021827810449382248
SPY260313P00710000,2026-03-12 16:44:00+00:00,710.0,41.16,42.59,45.33,7.1500015,21.023233,8.0,0,0.9143074975585939,True,REGULAR,USD,0.0027397260273972603,43.96,1.0659700366370386,0.548053029276267,-0.9864208277375183,0.0018192251737268344,1.2118332879686184,-95.93700980740914,-1.9204806962047827,0.00020761684920308
SPY260313P00711000,2026-03-12 19:02:15+00:00,711.0,43.93,43.59,46.33,8.900002,25.4068,16.0,14,0.9291999267578125,True,REGULAR,USD,0.0027397260273972603,44.96,1.0674714028858232,0.5585228250932005,-0.9866344496484091,0.0017608519539837498,1.1953569422165407,-96.53188525663467,-1.9236102441761058,0.00019769808179889465
SPY260313P00712000,2026-03-12 15:53:38+00:00,712.0,42.8,44.59,47.33,21.8,103.809525,8.0,0,0.9438482177734374,True,REGULAR,USD,0.0027397260273972603,45.96,1.0689727691346076,0.5689593856438271,-0.9868393203744766,0.0017056395274308472,1.179511980605845,-97.1224161088382,-1.9267238362810881,0.00018845669427207216
SPY260313P00713000,2026-03-12 14:54:04+00:00,713.0,44.75,45.59,48.36,9.43,26.698755,8.0,0,0.51562984375,True,REGULAR,USD,0.0027397260273972603,46.975,1.0704741353833922,0.5915781409114984,-0.9853959511420167,0.0017944420304357115,1.2902545214784806,-113.94551551055704,-1.9268707529113616,0.0001870374697657762
SPY260313P00714000,2026-03-12 17:18:58+00:00,714.0,46.06,46.59,49.33,7.960003,20.892397,8.0,0,0.9729006616210938,True,REGULAR,USD,0.0027397260273972603,47.96,1.0719755016321768,0.5897119115632249,-0.9872278765915566,0.0016035232420364422,1.1493412602088808,-98.26114853816617,-1.9329123244797963,0.0001717615883823849
SPY260313P00715000,2026-03-12 19:45:20+00:00,715.0,49.0,47.6,50.33,9.82,25.063808,81.0,3,0.51562984375,True,REGULAR,USD,0.0027397260273972603,48.965,1.0734768678809614,0.604360833722859,-0.9868728826015801,0.0016021895251638087,1.1769121277165804,-104.34707603308519,-1.9350179446032862,0.0001665914587197236
SPY260313P00717000,2026-02-13 15:43:51+00:00,717.0,34.74,49.59,52.33,0.0,0.0,1.0,0,0.523442265625,True,REGULAR,USD,0.0027397260273972603,50.96,1.0764796003785304,0.6209931640624999,-0.9877113781807807,0.0014727126228454613,1.111574735001106,-100.42263715641715,-1.942015055822985,0.0001507064879063987
SPY260313P00719000,2026-02-10 20:53:51+00:00,719.0,26.42,51.6,54.33,0.0,0.0,4.0,0,0.5507857421875001,True,REGULAR,USD,0.0027397260273972603,52.965,1.0794823328760996,0.6454023437499999,-0.9875891689916028,0.0014292136544741356,1.1211443518398365,-106.432183667754,-1.947283552318069,0.00014040016953143153
SPY260313P00720000,2026-03-12 20:12:14+00:00,720.0,53.92,52.59,55.33,8.699997,19.239267,740.0,9,0.5468795312500001,True,REGULAR,USD,0.0027397260273972603,53.96,1.0809836991248842,0.6502841796874999,-0.9883322879721385,0.0013445384631615488,1.0626989647550262,-100.44125033986045,-1.9513634985466333,0.00013248270477615422
SPY260313P00721000,2026-03-11 15:35:07+00:00,721.0,46.05,53.59,56.33,0.0,0.0,8.0,0,0.5546919531250001,True,REGULAR,USD,0.0027397260273972603,54.96,1.0824850653736688,0.6612683105468748,-0.9883887915168964,0.001316643999345352,1.0582296202649049,-101.99473402855389,-1.9542088414255598,0.0001276524309863061
SPY260313P00722000,2026-02-12 19:24:52+00:00,722.0,36.92,54.59,57.39,0.0,0.0,2.0,0,0.6250037500000001,True,REGULAR,USD,0.0027397260273972603,55.99,1.0839864316224532,0.6966616210937501,-0.9857612973859373,0.0014908937181626993,1.2624157649037362,-134.8165015084524,-1.9522337908006562,0.00013223308302742046
SPY260313P00723000,2026-03-11 14:35:53+00:00,723.0,47.99,55.59,58.33,0.0,0.0,8.0,0,0.5742230078125,True,REGULAR,USD,0.0027397260273972603,56.96,1.0854877978712378,0.68201611328125,-0.9886138790092385,0.001255068046868569,1.0403889879215196,-103.70357946117147,-1.9601007146611125,0.00011831816146878957
SPY260313P00725000,2026-03-03 15:50:22+00:00,725.0,54.57,57.59,60.33,0.0,0.0,7.0,0,0.5937540625000001,True,REGULAR,USD,0.0027397260273972603,58.96,1.088490530368807,0.70154345703125,-0.9889332372983101,0.0011903282393072492,1.014974552810574,-104.07765359852701,-1.966161483478569,0.00010956905098297493
SPY260313P00730000,2026-03-12 19:45:20+00:00,730.0,63.79,62.59,65.33,5.1000023,8.68973,80.0,2,0.632816171875,True,REGULAR,USD,0.0027397260273972603,63.96,1.0959973616127299,0.7503618164062501,-0.9896035994871747,0.0010539525688659968,0.9612262694699536,-105.56375282180998,-1.981081365740193,9.15540925795766e-05
SPY260313P00740000,2026-02-13 16:47:54+00:00,740.0,55.0,72.59,75.33,0.0,0.0,3.0,0,0.7187528125,True,REGULAR,USD,0.0027397260273972603,73.96000000000001,1.1110110241005755,0.8479985351562499,-0.9905442452290262,0.0008584920783213603,0.8848409891557439,-110.48708750512996,-2.0101964386297184,6.68723235805206e-05
SPY260313P00750000,2026-02-03 19:31:43+00:00,750.0,64.0,71.3,74.09,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,0.0027397260273972603,72.695,1.126024686588421,0.0016102294921874999,-1.0,0.0,0.0,27.03482985879732,-2.0545915844250033,0.0
SPY260313P00755000,2026-02-13 15:46:02+00:00,755.0,73.08,87.6,90.33,0.0,0.0,,0,0.85937640625,True,REGULAR,USD,0.0027397260273972603,88.965,1.1335315178323437,0.99445361328125,-0.9913439366777532,0.0006775456066568616,0.8189490851315082,-121.61848414359437,-2.0527631508699358,4.5494864407627455e-05
SPY260313P00765000,2026-03-09 19:57:09+00:00,765.0,87.21,97.59,100.33,0.0,0.0,3.0,0,0.92187578125,True,REGULAR,USD,0.0027397260273972603,98.96000000000001,1.1485451803201894,1.0798857421875,-0.9922443665232021,0.0005665479040358748,0.743615241702312,-119.15834141558543,-2.081790259056336,3.5569923645705124e-05
SPY260313P00770000,2026-03-09 19:57:09+00:00,770.0,92.23,102.59,105.33,0.0,0.0,3.0,0,0.9609378906249999,True,REGULAR,USD,0.0027397260273972603,103.96000000000001,1.1560520115641122,1.1262631835937498,-0.9924232269805628,0.0005321747037971217,0.7284973113003677,-122.16024785505337,-2.0958180186070443,3.211793408657335e-05
SPY260313P00795000,2026-03-04 20:52:08+00:00,795.0,109.34,127.59,130.33,0.0,0.0,1.0,0,1.1484417578125,True,REGULAR,USD,0.0027397260273972603,128.96,1.1935861677837263,1.3435048828125,-0.993428727246103,0.0003934480423477555,0.6424812773773394,-129.02709361937286,-2.1661436780709016,2.0240401381439976e-05
SPY260313P00800000,2026-03-12 19:42:47+00:00,800.0,132.73,132.59,135.33,6.419998,5.0827317,1.0,1,1.1875040625,True,REGULAR,USD,0.0027397260273972603,133.96,1.201092999027649,1.3874414062500002,-0.9935300798892114,0.0003757866304322302,0.6337089117852074,-131.77482466068153,-2.1800298076511946,1.874480166492436e-05
